"","hospital_pk","collection_week","state","ccn","hospital_name","address","city","zip","hospital_subtype","fips_code","is_metro_micro","total_beds_7_day_avg","all_adult_hospital_beds_7_day_avg","all_adult_hospital_inpatient_beds_7_day_avg","inpatient_beds_used_7_day_avg","all_adult_hospital_inpatient_bed_occupied_7_day_avg","inpatient_beds_used_covid_7_day_avg","total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg","total_adult_patients_hospitalized_confirmed_covid_7_day_avg","total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg","total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg","inpatient_beds_7_day_avg","total_icu_beds_7_day_avg","total_staffed_adult_icu_beds_7_day_avg","icu_beds_used_7_day_avg","staffed_adult_icu_bed_occupancy_7_day_avg","staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg","staffed_icu_adult_patients_confirmed_covid_7_day_avg","total_patients_hospitalized_confirmed_influenza_7_day_avg","icu_patients_confirmed_influenza_7_day_avg","total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg","total_beds_7_day_sum","all_adult_hospital_beds_7_day_sum","all_adult_hospital_inpatient_beds_7_day_sum","inpatient_beds_used_7_day_sum","all_adult_hospital_inpatient_bed_occupied_7_day_sum","inpatient_beds_used_covid_7_day_sum","total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum","total_adult_patients_hospitalized_confirmed_covid_7_day_sum","total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum","total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum","inpatient_beds_7_day_sum","total_icu_beds_7_day_sum","total_staffed_adult_icu_beds_7_day_sum","icu_beds_used_7_day_sum","staffed_adult_icu_bed_occupancy_7_day_sum","staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum","staffed_icu_adult_patients_confirmed_covid_7_day_sum","total_patients_hospitalized_confirmed_influenza_7_day_sum","icu_patients_confirmed_influenza_7_day_sum","total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum","total_beds_7_day_coverage","all_adult_hospital_beds_7_day_coverage","all_adult_hospital_inpatient_beds_7_day_coverage","inpatient_beds_used_7_day_coverage","all_adult_hospital_inpatient_bed_occupied_7_day_coverage","inpatient_beds_used_covid_7_day_coverage","total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage","total_adult_patients_hospitalized_confirmed_covid_7_day_coverage","total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage","total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage","inpatient_beds_7_day_coverage","total_icu_beds_7_day_coverage","total_staffed_adult_icu_beds_7_day_coverage","icu_beds_used_7_day_coverage","staffed_adult_icu_bed_occupancy_7_day_coverage","staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage","staffed_icu_adult_patients_confirmed_covid_7_day_coverage","total_patients_hospitalized_confirmed_influenza_7_day_coverage","icu_patients_confirmed_influenza_7_day_coverage","total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage","previous_day_admission_adult_covid_confirmed_7_day_sum","previous_day_admission_adult_covid_confirmed_18.19_7_day_sum","previous_day_admission_adult_covid_confirmed_20.29_7_day_sum","previous_day_admission_adult_covid_confirmed_30.39_7_day_sum","previous_day_admission_adult_covid_confirmed_40.49_7_day_sum","previous_day_admission_adult_covid_confirmed_50.59_7_day_sum","previous_day_admission_adult_covid_confirmed_60.69_7_day_sum","previous_day_admission_adult_covid_confirmed_70.79_7_day_sum","previous_day_admission_adult_covid_confirmed_80._7_day_sum","previous_day_admission_adult_covid_confirmed_unknown_7_day_sum","previous_day_admission_pediatric_covid_confirmed_7_day_sum","previous_day_covid_ED_visits_7_day_sum","previous_day_admission_adult_covid_suspected_7_day_sum","previous_day_admission_adult_covid_suspected_18.19_7_day_sum","previous_day_admission_adult_covid_suspected_20.29_7_day_sum","previous_day_admission_adult_covid_suspected_30.39_7_day_sum","previous_day_admission_adult_covid_suspected_40.49_7_day_sum","previous_day_admission_adult_covid_suspected_50.59_7_day_sum","previous_day_admission_adult_covid_suspected_60.69_7_day_sum","previous_day_admission_adult_covid_suspected_70.79_7_day_sum","previous_day_admission_adult_covid_suspected_80._7_day_sum","previous_day_admission_adult_covid_suspected_unknown_7_day_sum","previous_day_admission_pediatric_covid_suspected_7_day_sum","previous_day_total_ED_visits_7_day_sum","previous_day_admission_influenza_confirmed_7_day_sum","geocoded_hospital_address","hhs_ids","previous_day_admission_adult_covid_confirmed_7_day_coverage","previous_day_admission_pediatric_covid_confirmed_7_day_coverage","previous_day_admission_adult_covid_suspected_7_day_coverage","previous_day_admission_pediatric_covid_suspected_7_day_coverage","previous_week_personnel_covid_vaccinated_doses_administered_7_day","total_personnel_covid_vaccinated_doses_none_7_day","total_personnel_covid_vaccinated_doses_one_7_day","total_personnel_covid_vaccinated_doses_all_7_day","previous_week_patients_covid_vaccinated_doses_one_7_day","previous_week_patients_covid_vaccinated_doses_all_7_day"
"2030","210006","2022/01/07","MD","210006","UNIVERSITY OF MD HARFORD MEMORIAL HOSPITAL","501 SOUTH  UNION AVENUE","HAVRE DE GRACE",21078,"Short Term",24025,"true",79.7,79.7,60.6,64.6,64.6,44.9,44.9,43.3,0,0,60.6,6.7,6.7,6.3,6.3,4.7,4.7,0,0,0,239,239,424,452,452,7,314,303,0,0,424,47,47,44,44,33,33,0,0,0,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,26,0,NA,NA,5,NA,6,9,6,0,0,58,5,0,NA,0,NA,0,0,0,0,0,0,338,0,"POINT (-76.091514 39.542918)","[C210006-A]",7,7,7,7,0,0,0,0,0,0
"2031","210049","2022/01/07","MD","210049","UNIVERSITY OF MD UPPER CHESAPEAKE MEDICAL CENTER","500 UPPER CHESAPEAKE DRIVE","BEL AIR",21014,"Short Term",24025,"true",238.3,238,194.4,179,178.4,90.4,90.3,86,NA,NA,199.9,31.9,31.9,21.7,21.7,15.6,15.6,0,0,0,715,714,1361,1253,1249,7,632,602,NA,NA,1399,223,223,152,152,109,109,0,0,0,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,76,0,6,6,10,10,17,20,21,0,4,123,6,0,0,0,0,0,NA,NA,NA,0,0,756,0,"POINT (-76.348353 39.519468)","[C210049-A]",7,7,7,7,0,0,0,0,0,0
"2032","210048","2022/01/07","MD","210048","HOWARD COUNTY GENERAL HOSPITAL","5755 CEDAR LANE","COLUMBIA",21044,"Short Term",24027,"true",331.4,289.4,289.4,215.6,201.3,78.3,78,76.1,NA,NA,331.4,56,31,35,23.9,10.7,10.7,0,0,0,2320,2026,2026,1509,1409,7,546,533,NA,NA,2320,392,217,245,167,75,75,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,92,NA,8,21,8,8,14,11,21,0,0,594,50,0,5,9,NA,6,10,7,12,0,NA,1169,0,"POINT (-76.88722 39.214512)","[C210048-A]",7,7,7,7,0,5756,3599,3688,0,0
"2033","210030","2022/01/07","MD","210030","UMD SHORE MEDICAL CTR AT CHESTERTOWN","100 BROWN STREET","CHESTERTOWN",21620,"Short Term",24029,"false",19.3,19.3,14.4,10.1,10.1,4,4,NA,0,0,14.4,NA,NA,NA,NA,NA,NA,0,0,0,58,58,101,71,71,7,28,17,0,0,101,16,16,11,11,4,NA,0,0,0,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,NA,0,0,0,0,0,0,0,NA,0,0,23,0,0,0,0,0,0,0,0,0,0,0,128,0,"POINT (-76.064483 39.216849)","[C210030-A]",7,7,7,7,0,0,0,0,0,0
"2034","210004","2022/01/07","MD","210004","HOLY CROSS HOSPITAL","1500 FOREST GLEN ROAD","SILVER SPRING",20910,"Short Term",24031,"true",452,402,378,347,303.9,153.7,151.6,135.4,NA,0,428,120,70,95.7,54.1,24.3,23.9,0,0,0,3164,2814,2646,2429,2127,7,1061,948,15,0,2996,840,490,670,379,170,167,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,152,NA,20,24,18,21,21,23,24,0,NA,353,NA,0,0,NA,0,0,0,0,0,0,NA,1285,0,"POINT (-77.034857 39.016041)","[C210004-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"2035","210057","2022/01/07","MD","210057","ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER","9901 MEDICAL CENTER DRIVE","ROCKVILLE",20850,"Short Term",24031,"true",546,546,350.4,335.9,332.6,115.7,113.9,79.6,NA,NA,410.4,27.4,27.4,17.1,17.1,7.4,6.1,NA,0,0,546,546,2453,2351,2328,7,797,557,13,9,2873,192,192,120,120,52,43,10,0,0,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,96,NA,10,16,8,23,10,9,18,0,NA,488,143,NA,9,18,7,26,26,16,39,0,8,1484,NA,"POINT (-77.200696 39.097701)","[C210057-A]",7,7,7,7,0,0,0,0,0,0
"2036","210018","2022/01/07","MD","210018","MEDSTAR MONTGOMERY MEDICAL CENTER","18101 PRINCE PHILIP DRIVE","OLNEY",20832,"Short Term",24031,"true",207,185,125.6,128.3,125.6,57,56.9,50.7,NA,0,128.6,8.3,8.3,8,8,7,6.9,NA,NA,NA,1449,1295,879,898,879,7,398,355,NA,0,900,58,58,56,56,49,48,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,44,0,0,5,4,5,10,10,10,0,NA,228,25,0,NA,NA,NA,4,NA,5,9,0,NA,497,NA,"POINT (-77.056776 39.153671)","[C210018-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"2037","210065","2022/01/07","MD","210065","HOLY CROSS GERMANTOWN HOSPITAL","19801 OBSERVATION DRIVE","GERMANTOWN",20876,"Short Term",24031,"true",110,102,91,87.4,84.1,47.1,45.1,44.9,NA,0,99,23,15,15.6,12.3,7.4,7.4,0,0,0,770,714,637,612,589,7,316,314,14,0,693,161,105,109,86,52,52,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,54,0,5,8,6,8,8,14,5,0,0,99,0,0,0,0,0,0,0,0,0,0,4,590,0,"POINT (-77.244299 39.180823)","[C210065-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"2038","210022","2022/01/07","MD","210022","SUBURBAN HOSPITAL","8600 OLD GEORGETOWN ROAD","BETHESDA",20814,"Short Term",24031,"true",287,281,265,228.9,227.6,58.6,58.6,58.4,0,0,271,41,41,36.1,36.1,14.1,14.1,NA,0,0,2009,1967,1855,1602,1593,7,410,409,0,0,1897,287,287,253,253,99,99,8,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,72,NA,NA,5,6,6,12,13,26,0,0,301,27,0,NA,0,NA,0,5,10,9,0,0,835,0,"POINT (-77.109232 38.997332)","[C210022-A]",7,7,7,7,0,3738,2968,2796,NA,0
"2039","210062","2022/01/07","MD","210062","MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER","7503 SURRATTS ROAD","CLINTON",20735,"Short Term",24033,"true",304,296,263.3,193.7,186.6,93.7,91.4,81.1,NA,NA,279.6,37.6,34.1,16,16,10.9,9.7,NA,NA,NA,2128,2072,1843,1356,1306,7,640,568,16,NA,1957,263,239,112,112,76,68,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,75,0,10,9,4,10,15,16,11,0,0,377,59,0,4,4,7,5,8,18,13,0,4,718,NA,"POINT (-76.875102 38.75031)","[C210062-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"2040","210051","2022/01/07","MD","210051","LUMINIS HEALTH DOCTORS COMMUNITY MEDICAL CTR, INC","8118 GOOD LUCK ROAD","LANHAM",20706,"Short Term",24033,"true",325,325,223.6,191.9,191.9,86.7,86.7,86.7,0,0,223.6,24,24,20.7,20.7,12.9,12.9,0,0,0,650,650,1565,1343,1343,7,607,607,0,0,1565,168,168,145,145,90,90,0,0,0,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,71,0,NA,6,4,17,17,20,5,0,0,101,NA,0,0,0,0,NA,NA,NA,0,0,0,843,0,"POINT (-76.864736 38.980439)","[C210051-A]",7,7,7,7,0,28,1085,1085,10,NA
"2041","210003","2022/01/07","MD","210003","UNIVERSITY OF MD CAPITAL REGION MEDICAL CENTER","901 NORTH HARRY S TRUMAN DRIVE","LARGO",20774,"Short Term",24033,"true",340,340,269.3,244.7,244.7,204.1,203.7,189.3,NA,NA,269.3,89.6,89.6,51.9,51.9,50.6,50.6,0,0,0,1020,1020,1885,1713,1713,7,1426,1325,NA,NA,1885,627,627,363,363,354,354,0,0,0,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,2,121,NA,23,16,15,27,18,19,18,0,NA,350,20,0,NA,NA,NA,4,8,7,4,0,NA,1400,0,"POINT (-76.828375 38.878908)","[C210003-A]",7,7,7,7,0,0,0,0,0,0
"2042","210016","2022/01/07","MD","210016","ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER","11890 HEALING WAY","SILVER SPRING",20904,"Short Term",24033,"true",422,422,422,277.9,277.9,174.1,174.1,148.6,0,0,422,58,58,32.1,32.1,21.4,17.6,NA,0,0,422,422,2954,1945,1945,7,1219,1040,0,0,2954,406,406,225,225,150,123,NA,0,0,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,71,NA,9,9,15,10,11,7,9,0,0,346,112,NA,15,15,16,13,19,18,15,0,0,625,NA,"POINT (-76.956948 39.0506)","[C210016-A]",7,7,7,7,0,0,0,0,0,0
"2043","210060","2022/01/07","MD","210060","ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR","11711 LIVINGSTON ROAD","FORT WASHINGTON",20744,"Short Term",24033,"true",66,66,49,36,36,20,20,15.7,0,0,49,16,16,9.3,9.3,6.7,4.9,0,0,0,66,66,343,252,252,7,140,110,0,0,343,112,112,65,65,47,34,0,0,0,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,17,NA,0,NA,NA,NA,NA,6,NA,0,0,99,29,NA,NA,NA,NA,5,9,6,NA,0,0,339,0,"POINT (-76.991676 38.72896)","[C210060-A]",7,7,7,7,0,0,0,0,0,0
"2044","210028","2022/01/07","MD","210028","MEDSTAR SAINT MARY'S HOSPITAL","25500 POINT LOOKOUT ROAD","LEONARDTOWN",20650,"Short Term",24037,"true",190,170,115.1,131,124,54.9,54.3,50,NA,0,122.7,12,12,11.9,11.9,9.1,9.1,NA,NA,NA,1330,1190,806,917,868,7,380,350,4,0,859,84,84,83,83,64,64,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,52,NA,NA,5,6,9,11,9,8,0,0,353,41,0,NA,NA,NA,6,9,12,7,0,4,747,NA,"POINT (-76.640482 38.299277)","[C210028-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"2045","210037","2022/01/07","MD","210037","UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON","219 SOUTH  WASHINGTON STREET","EASTON",21601,"Short Term",24041,"true",82,78.7,69.6,87.1,86.6,35.6,35.1,30.1,NA,NA,74.6,7.1,7.1,10.9,10.9,5.7,5.7,0,0,0,246,236,487,610,606,7,246,211,NA,NA,522,50,50,76,76,40,40,0,0,0,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,23,0,0,4,NA,8,11,NA,NA,0,0,14,18,0,0,NA,0,0,0,NA,0,14,0,1118,0,"POINT (-76.075828 38.769691)","[C210037-A, C210037-B]",7,7,7,7,21,437,1694,1564,8,6
"2046","212002","2022/01/07","MD","212002","WESTERN MARYLAND CENTER","1500 PENNSYLVANIA AVENUE","HAGERSTOWN",21742,"Long Term",24043,"true",19,19,13.6,4,NA,NA,NA,NA,0,0,19,0,0,0,0,0,0,0,0,0,38,38,95,28,20,7,14,8,0,0,133,0,0,0,0,0,0,0,0,0,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POINT (-77.718923 39.665319)","[C212002-A]",7,7,7,7,0,50,0,148,0,0
"2047","210001","2022/01/07","MD","210001","MERITUS MEDICAL CENTER","11116 MEDICAL CAMPUS ROAD","HAGERSTOWN",21742,"Short Term",24043,"true",NA,NA,248,237.6,235.9,98.9,98.4,92.4,NA,NA,250,24.7,24.7,25.6,25.6,14.3,0,0,0,NA,NA,NA,1736,1663,1651,7,689,647,NA,NA,1750,173,173,179,179,100,0,0,0,NA,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,87,0,12,9,5,8,19,18,16,0,NA,223,22,0,NA,NA,NA,5,5,NA,NA,0,NA,1157,0,"POINT (-77.683047 39.623656)","[C210001-A]",7,7,7,7,100,259,41,2893,161,139
"2048","210019","2022/01/07","MD","210019","TIDALHEALTH PENINSULA REGIONAL, INC","100 EAST CARROLL AVENUE","SALISBURY",21801,"Short Term",24045,"true",460,460,325,309.4,287.4,106.6,105.1,83.3,NA,NA,331,68,68,36.7,36.7,16.6,12.9,0,0,0,3220,3220,2275,2166,2012,7,736,583,10,4,2317,476,476,257,257,116,90,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,123,NA,10,9,9,12,36,29,17,0,NA,877,13,0,0,0,NA,NA,NA,4,NA,0,NA,1598,0,"POINT (-75.598189 38.363096)","[C210019-A]",7,7,7,7,0,0,0,0,0,0
"2049","212003","2022/01/07","MD","212003","DEER'S HEAD CENTER","315 DEER'S HEAD HOSPITAL ROAD","SALISBURY",21801,"Long Term",24045,"true",NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,24,24,24,0,0,7,0,0,0,0,24,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POINT (-75.591359 38.384517)","[C212003-A]",7,7,7,7,0,21,NA,153,0,0
"2050","210061","2022/01/07","MD","210061","ATLANTIC GENERAL HOSPITAL","9733 HEALTHWAY DRIVE","BERLIN",21811,"Short Term",24047,"true",56,56,59,57,57,24,24,24,0,0,59,8,8,8,8,5.1,5.1,NA,0,0,168,168,413,399,399,7,168,168,0,0,413,56,56,56,56,36,36,7,0,0,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,0,0,0,0,NA,NA,NA,NA,0,0,201,0,0,0,0,0,0,0,0,0,0,0,476,0,"POINT (-75.210472 38.338604)","[C210061-A]",7,7,7,7,0,262,813,807,0,0
"2051","210024","2022/01/07","MD","210024","MEDSTAR UNION MEMORIAL HOSPITAL","201 EAST UNIVERSITY PARKWAY","BALTIMORE",21218,"Short Term",24510,"true",364,364,169.3,183.9,183.9,79.9,79.9,76,0,0,419.3,26.6,26.6,22.7,22.7,12.9,11.7,NA,NA,NA,2548,2548,1185,1287,1287,7,559,532,0,0,2935,186,186,159,159,90,82,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,62,0,NA,4,4,8,16,22,6,0,0,386,45,0,0,NA,8,8,14,8,5,0,0,712,NA,"POINT (-76.614175 39.330251)","[C210024-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"2052","210034","2022/01/07","MD","210034","MEDSTAR HARBOR HOSPITAL","3001 SOUTH  HANOVER STREET","BALTIMORE",21225,"Short Term",24510,"true",275,218,151.7,146.7,137.4,86.3,84.7,70.1,NA,NA,202.7,23,23,20,20,14.1,13.9,NA,NA,NA,1925,1526,1062,1027,962,7,593,491,11,NA,1419,161,161,140,140,99,97,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,61,NA,9,11,7,12,6,8,7,0,0,334,54,NA,9,7,4,10,9,9,5,0,4,606,NA,"POINT (-76.615065 39.251369)","[C210034-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"2053","210038","2022/01/07","MD","210038","UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS","827 LINDEN AVENUE","BALTIMORE",21201,"Short Term",24510,"true",114,104.8,74.9,52.1,51.4,48.9,48.9,45,0,0,74.9,17,17,16.9,16.9,11.6,11.1,0,0,0,456,419,524,365,360,7,342,315,0,0,524,119,119,118,118,81,78,0,0,0,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,34,0,NA,4,8,9,12,NA,5,0,0,NA,8,0,NA,NA,NA,NA,4,0,0,NA,0,337,0,"","[C210038-A]",7,7,7,7,0,0,0,0,0,0
"2054","210002","2022/01/07","MD","210002","UNIVERSITY OF MARYLAND MEDICAL CENTER","22 SOUTH  GREENE STREET","BALTIMORE",21201,"Short Term",24510,"true",528,413,403.6,385,356,159.1,133.3,114.6,25.9,17.6,439.6,162.4,143.4,136.4,122.1,41.3,35.1,NA,0,0,2640,2065,2825,2695,2492,7,933,802,181,123,3077,1137,1004,955,855,289,246,6,0,0,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,87,NA,10,16,7,13,19,15,4,NA,19,257,39,0,NA,NA,4,6,10,11,NA,NA,9,806,0,"POINT (-76.623648 39.288712)","[C210002-A]",7,7,7,7,5,0,0,5,0,464
"2055","210012","2022/01/07","MD","210012","SINAI HOSPITAL OF BALTIMORE","2401 WEST BELVEDERE AVENUE","BALTIMORE",21215,"Short Term",24510,"true",473,454,353,344.6,319.3,122.4,119.1,115.3,NA,NA,390,57,35,44.4,28.1,13.3,12.1,NA,NA,NA,3311,3178,2471,2412,2235,7,834,807,23,20,2730,399,245,311,197,93,85,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,127,0,11,15,9,14,33,23,22,0,NA,0,9,0,NA,NA,0,NA,NA,NA,NA,0,NA,1010,NA,"POINT (-76.662345 39.354617)","[C210012-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"2056","210009","2022/01/07","MD","210009","JOHNS HOPKINS HOSPITAL, THE","600 NORTH  WOLFE STREET","BALTIMORE",21287,"Short Term",24510,"true",1047.4,835.4,835.4,893,710,203.6,188.3,187.3,15.3,14.6,1047.4,185.9,108.7,168.1,95.9,37.1,37.1,NA,NA,0,7332,5848,5848,6251,4970,7,1318,1311,107,102,7332,1301,761,1177,671,260,260,9,NA,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,132,0,11,16,14,21,32,17,21,0,19,874,58,NA,7,11,5,7,13,11,NA,0,12,1462,0,"POINT (-76.590792 39.29714)","[C210009-A]",7,7,7,7,12,5062,21858,22202,409,452
"2057","210011","2022/01/07","MD","210011","SAINT AGNES HOSPITAL","900 CATON AVENUE","BALTIMORE",21229,"Short Term",24510,"true",245,231.9,205.7,204.4,194,72.3,69.7,69.7,NA,NA,218.9,24.7,16.1,22.9,15,5.1,5.1,NA,0,NA,1715,1623,1440,1431,1358,7,488,488,18,4,1532,173,113,160,105,36,36,4,0,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,96,NA,5,11,8,15,17,26,12,0,NA,0,0,0,0,0,0,0,0,0,0,0,7,1144,NA,"POINT (-76.670584 39.272215)","[C210011-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"2058","210056","2022/01/07","MD","210056","MEDSTAR GOOD SAMARITAN HOSPITAL","5601 LOCH RAVEN BOULEVARD","BALTIMORE",21239,"Short Term",24510,"true",316,316,176.6,183.3,183.3,87.3,87.3,80.6,0,0,176.6,16.3,16.3,14.9,14.9,7.7,6,NA,NA,NA,2212,2212,1236,1283,1283,7,611,564,0,0,1236,114,114,104,104,54,42,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,93,0,4,4,8,11,21,29,16,0,0,350,60,0,NA,0,7,10,18,15,7,0,NA,667,NA,"POINT (-76.588845 39.358961)","[C210056-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"2059","213301","2022/01/07","MD","213301","KENNEDY KRIEGER INSTITUTE","707 NORTH  BROADWAY","BALTIMORE",21205,"Childrens Hospitals",24510,"true",46,0,0,17.6,0,NA,0,0,NA,NA,46,0,0,0,0,0,0,0,0,0,322,0,0,123,0,7,0,0,4,4,322,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POINT (-76.594153 39.298735)","[C213301-A]",7,7,7,7,0,57,2647,2647,0,0
"2060","210058","2022/01/07","MD","210058","UMD REHABILITATION &  ORTHOPAEDIC INSTITUTE","2200 KERNAN DRIVE","BALTIMORE",21207,"Short Term",24510,"true",33.2,33.2,33,13.1,13.1,5,5,NA,0,0,33,0,0,0,0,0,0,0,0,0,199,199,231,92,92,7,35,27,0,0,231,0,0,0,0,0,0,0,0,0,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POINT (-76.71161 39.312932)","[C210058-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"2061","213300","2022/01/07","MD","213300","MOUNT WASHINGTON PEDIATRIC HOSPITAL","1708 WEST ROGERS AVENUE","BALTIMORE",21209,"Childrens Hospitals",24510,"true",NA,NA,0,40,0,NA,0,0,NA,NA,52,0,0,0,0,0,0,0,0,NA,NA,NA,0,280,0,7,0,0,7,7,364,0,0,0,0,0,0,0,0,NA,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POINT (-76.653551 39.362029)","[C213300-A]",7,7,7,7,0,8,561,561,0,0
"2062","210008","2022/01/07","MD","210008","MERCY MEDICAL CENTER INC","301 SAINT PAUL PLACE","BALTIMORE",21202,"Short Term",24510,"true",170,170,149,117,117,34.7,34.6,34.6,NA,NA,149,18,18,15.3,15.3,7.9,7.9,0,0,0,170,170,1043,819,819,7,242,242,NA,NA,1043,126,126,107,107,55,55,0,0,0,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,42,0,7,NA,6,6,10,10,NA,0,NA,124,0,0,0,0,0,0,0,0,0,0,NA,712,0,"POINT (-76.61355 39.29255)","[C210008-A]",7,7,7,7,0,0,0,0,0,0
"2063","210013","2022/01/07","MD","210013","GRACE MEDICAL CENTER, INC","2000 W BALTIMORE STREET","BALTIMORE",21223,"Short Term",24510,"true",33,33,8,NA,NA,0,0,0,0,0,8,0,0,0,0,0,0,NA,NA,NA,231,231,56,25,25,7,0,0,0,0,56,0,0,0,0,0,0,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,NA,"POINT (-76.649453 39.287997)","[C210013-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
